VOICE	en-US	en-GB	de-DE	de-CH	ru-RU	es-MX	es-ES	pt-BR	fr-FR	it-IT	zh-CN	ja-JP	ar-SA	Transcript-zh-CN
tools and appliances	toaster		der Toaster		тостер	la tostadora	el tostador	a torradeira	le grille-pain	il tostapane	烤面包机	トースター	محمصة خبز كهربائية	kǎo miànbāo jī
tools and appliances	vacuum cleaner		der Staubsauger	Staubsuuger	пылесос	la aspiradora		o aspirador de pó	l'aspirateur	l'aspirapolvere	吸尘器	掃除機	مكنسة كهربائية	xīchénqì
tools and appliances	washing machine		die Waschmaschine	Wöschmaschine	стиральная машина	la lavadora		a máquina de lavar	la machine à laver	la lavatrice	洗衣机	洗濯機	غسالة	xǐyījī
tools and appliances	socket		die Steckdose		розетка	el enchufe		o sóquete	le prise de courant	la presa di corrente	插座	ソケット	قابس كهرباء	chāzuò
tools and appliances	light switch		der Schalter		выключатель	el apagador	el interruptor	o interruptor	l'interrupteur	l'interruttore della luce	开关	電気のスイッチ	مفتاح الضوء	kāiguān
tools and appliances	power plug		der Stecker		штепсель	el macho de enchufe		a tomada	le prise mâle	la spina	电源插头	電源プラグ	قابس الطاقة	diànyuán chātóu
tools and appliances	power strip	extension lead	das Verlängerungskabel		удлинитель	la extensión	el cable alargador	o cabo de extensão 	la ralonge	la ciabatta	延长线	電源コード	موصل التيار	yáncháng xiàn
tools and appliances	TV	TV set	der Fernseher		телевизор	la tele		a televisão	la télé	la tv	电视	テレビ	التلفزيون	diànshì
tools and appliances	hammer		der Hammer		молоток	el martillo		o martelo	le marteau	il martello	铁锤	ハンマー	المطرقة	tiě chuí
tools and appliances	nail		der Nagel		гвоздь	el clavo		a unha	le clou	il chiodo	钉子	ネイル	مسمار	dīngzi
tools and appliances	drill		die Bohrmaschine		дрель	el taladro		a broca	la perçeuse	il trapano	钻孔机	ドリル	حفار , مثقاب	zuǎn kǒng jī
tools and appliances	screwdriver		der Schraubenzieher	Schruubezieher	отвертка	el desarmador	el destornillador	a chave de fenda	le tournevis	il cacciavite	螺丝刀	ねじ回し	مفك براغي	luósīdāo
tools and appliances	screw		die Schraube	Schruube	винт	el tornillo		o parafuso	le vis	la vite	螺丝钉	ネジ	برغي	luósīdīng
tools and appliances	wrench	spanner	der Schraubenschlüssel	Schruubeschlüssel	гаечный ключ	la llave inglesa		a Chave inglesa	la clé anglaise	la chiave inglese	扳手	レンチ	مفتاح الربط	bānshǒu
tools and appliances	pliers		die Zange		плоскогубцы	las pinzas de luz	las alicates	os alicates	les pinces	la pinza	钳子	プライヤー	كماشة	qiánzi
tools and appliances	axe		die Axt	Biäli	топор	la hacha		o machado	la hâche	l'ascia	斧头	斧	الفأس	fǔtóu
tools and appliances	saw		die Säge	Sägi	пила	la sierra		o serrote	la scie	la sega	锯子	のこぎり	منشار	jùzi
tools and appliances	shovel		die Schaufel	Schuufle	лопата	la pala		a pá	la pelle	la pala	铁铲	シャベル	مجرفة	tiě chǎn
tools and appliances	rake		der Rechen		грабли	el rastrillo		o ancinho, a vassoura de jardim	le râteau	il rastrello	耙子	くま手	المدمة	bàzi
tools and appliances	lawnmower		der Rasenmäher		газонокосилка	la cortadora de pasto	el cortacésped	o cortador de grama	la tondeuse	il tosaerba	剪草机	芝刈り機	آلة جز العشب	jiǎn cǎo jī
tools and appliances	watering can		die Gießkanne		лейка	la regadera de plantas		o regador	le arrosoir	l'irrigazione, l'annaffiatoio	喷壶	じょうろ	مرش	pēnhú
tools and appliances	brick		der Ziegelstein	Zigelstei	кирпич	el ladrillo		o tijolo	la brique	il mattone	砖块	れんが	لبنة	zhuān kuài
tools and appliances	stone		der Stein		камень	la piedra		a pedra	la pierre	la pietra	石头	石	حجر	shítou
tools and appliances	board		das Brett		доска	la tabla		o quadro 	la planche	il pannello	木板	板	لوح 	mùbǎn
tools and appliances	paintbrush		der Pinsel		кисть	la brocha		o pincel	le pinceau	il pennello	画笔，漆刷	絵筆	فرشاة الرسم	huàbǐ, qī shuā
tools and appliances	measuring tape		das Maßband		рулетка	la cinta métrica		a fita métrica	le mêtre 	il nastro di misurazione	卷尺	巻き尺	شريط قياس	juǎnchǐ
tools and appliances	battery		die Batterie		батарейка	la pila		a bateria	la pile	la batteria	电池	バッテリー、電池	بطارية	diànchí
tools and appliances	connection cable		der Leitungsdraht		провод	el cable conductor		o cabo de conexão	le fil conducteur	il cavo di collegamento	接线电缆	接続ケーブル	كابل توصيل	jiēxiàn diànlǎn
tools and appliances	charger		das Ladegerät		зарядка	el cargador		o carregador	le chargeur	il caricabatteria	充电器	充電器	شاحن	chōngdiàn qì
tools and appliances	box		die Schachtel	Schachtle 	коробка	la caja		a caixa	la boîte	la scatola	盒子	箱	صندوق	hézi
tools and appliances	pushcart	wheelbarrow	der Schubkarren		тележка	el carrito	la carretilla	o carrinho de mão	le chariot, la charrette	il carrello	手推车	手押し車	عربة تدفع باليد	shǒutuīchē
tools and appliances	shopping cart	shopping trolley	der Einkaufswagen	Ichaufwägeli	тележка для покупок	el carrito de supermercado		o carrinho de compras	le caddie, le chariot de supermarché	il carrello della spesa	购物车	ショッピングカート	عربة التسوق	gòuwù chē
kitchen	knife		das Messer		нож	el cuchillo		a faca	le couteau	il cortello	刀	ナイフ	سكين	dāo
kitchen	fork		die Gabel		вилка	el tenedor		o garfo	la fourchette	la forchetta	叉子	フォーク	شوكة	chā zi
kitchen	tablespoon		der Esslöffel		столовая ложка	la cuchara		a colher de sopa	la cuillère à soupe	il cucchiaio	大汤匙	テーブルスプーン、大さじ	ملعقة طعام	dà tāngchí
kitchen	teaspoon		der Teelöffel		чайная ложка	la cucharita		a colher de chá	la cuillère à café	il cucchiaino	茶匙	ティースプーン、小さじ	ملعقة صغيرة	Cháchí
kitchen	cutlery		das Besteck	Bschteck	столовые приборы	los cubiertos	la cubertería	os talheres	le service	le posate	餐具	食事用器具類（ナイフ・フォーク・スプーンなど）	أدوات المائدة	cānjù
kitchen	ladle		die Schöpfkelle		половник	el cucharón		a concha	la louche	il mestolo	长柄勺	ひしゃく、おたま	مغرفة	cháng bǐng sháo
kitchen	cutting board		das Schneidbrett	Schniidbrett 	разделочная доска	la tabla de cortar		a tábua de cortar	la planche à découper	il tagliere	切肉板	まな板	لوح التقطيع	qiē ròu bǎn
kitchen	tablecloth		die Tischdecke	Tischdecki	скатерть	el mantel		a toalha de mesa	la nappe	la tovaglia	桌布	テーブルクロス	غطاء طاولة	zhuōbù
kitchen	glass		das Glas		стакан	el vaso		o copo 	le verre	il bicchiere di vetro	玻璃（杯）	ガラス	زجاج	bōlí (bēi)
kitchen	wineglass		das Weinglas	Wiiglass	бокал	la copa		o copo de vinho	la coupe	il bicchiere di vino	葡萄酒杯	ワイングラス	كأس للخمر	pútáojiǔ bēi
kitchen	bottle		die Flasche		бутылка	la botella		a garrafa	la bouteille	la bottiglia	瓶子	ボトル	زجاجة	píngzi
kitchen	frying pan		die Bratpfanne	Pfanne	сковородка	el sartén		a frigideira	la poêle à frire	la padella	煎锅	フライパン	مقلاة	jiān guō
kitchen	saucepan		der Kochtopf		кастрюля	la olla	la cacerola	a panela	la casserole	la casseruola	炖锅	小鍋	قدر	dùn guō
kitchen	strainer		das Sieb		дуршлаг	el colador		o escorredor, o coador	la passoire	il filtro	过滤器	ざる	مصفاة	guòlǜ qì
kitchen	beater		der Schneebesen	Schneebeseli	венчик	el batidor		a batedeira	le fouet	il battitore	搅拌器	泡立て器	مخفقة البيض	jiǎobàn qì
kitchen	funnel		der Trichter		воронка	el embudo		o funil	l'entonnoir	l'imbuto	漏斗，烟囱	漏斗	قمع	lòudǒu, yāncōng
kitchen	pitcher	jug	der Krug	Chrueg	кувшин	la jarra		a jarra	la carafe	la brocca	大水壶	水差し	إبريق	dà shuǐhú
kitchen	scale	scales	die Waage		весы	el medidor	la báscula	o medidor, a balança	la balance	la bilancia pesapersone	磅秤	量り	ميزان	bàngchèng
kitchen	plate		der Teller		тарелка	el plato		o prato	l'assiette	la piastra	盘子	皿	طبق	pánzi
kitchen	saucer		die Untertasse		блюдце	el platito		o pires	la soucoupe	il piattino	茶托，浅碟	受け皿	صحن الفنجان	chátuō, qiǎn dié
kitchen	cup		die Tasse		чашка	la taza		o copo	la tasse	la coppa	杯子	カップ	كوب	bēizi
kitchen	bowl		die Schale		супница	el tazón	el cuenco	a tigela	le bol	la ciotola	碗	ボウル、どんぶり	وعاء	wǎn
kitchen	teapot		die Teekanne		чайник	la tetera		a chaleira	la théière	la teiera	茶壶	ティーポット	إبريق الشاي	cháhú
kitchen	sponge		der Schwamm		мочалка	la esponja		a esponja	l'éponge	la spugna	海绵	スポンジ	إسفنج	hǎimián
kitchen	stove	cooker	der Herd		плита	la estufa	el horno	o fogão	la cuisinière	il fornello	火炉	ストーブ	موقد	huǒlú
kitchen	fridge		der Kühlschrank	Chüelschrank	холодильник	el refrigerador	la nevera	a geladeira	le frigo	il frigorifero	电冰箱	冷蔵庫	ثلاجة	diàn bīngxiāng
kitchen	freezer		der Tiefkühlschrank	Gfrierfach	морозилка	la congeladora	el congelador	o congelador	le congélateur	il freezer	冷冻库	冷凍庫	مجمد , فريزر	lěngdòng kù
kitchen	dishwasher		die Geschirrspülmaschine		посудомоечная машина	el lavaplatos		a lava-louça	le lave-vaisselle	la lavastoviglie	洗碗机	食器洗い機	جلاية صحون	xǐ wǎn jī
kitchen	corkscrew		der Korkenzieher		штопор	el sacacorchos		o saca rolhas	le tire-bouchon	il cavatappi	螺丝锥	コルクスクリュー	المفتاح	luósī zhuī
kitchen	can opener	tin opener	der Dosenöffner		открывашка	el abrelatas		o abridor de lata	l'ouvre-boîte	l'apriscatole	开罐器	缶切り	فتاحة علب	kāi guàn qì
kitchen	peeler		der Schäler		картофелечистка	el pelador		o descascador	l'économe	il pelapatate	削皮器	ピーラー	مقشرة	xiāo pí qì
kitchen	napkin	serviette	die Serviette		салфетка	la servilleta		o guardanapo	la serviette	il tovagliolo	餐巾	ナプキン	منديل	cānjīn
kitchen	straw		der Strohhalm		соломинка	el popote	la pajita	o canudo	la paille	la paglia	吸管	ストロー	شفاطة مشروبات	xīguǎn
kitchen	apron		die Schürze		фартук	el delantal		o avental	le tablier	il grembiule	围裙	エプロン	مئزر	wéiqún
clothing	cap		die Mütze	Tschäppi	шапка	la gorra	el gorro	o boné	le bonnet 	il berretto	帽子（无檐）	キャップ	قبعة	màozi (wú yán)
clothing	hat		der Hut		шляпа	el sombrero		o chapéu	le chapeau	il cappello	帽子（有檐）	帽子	قبعة	màozi (yǒu yán)
clothing	scarf		der Schal		шарф	la bufanda		o cachecol	l'écharpe	la sciarpa	围巾	スカーフ	وشاح	wéijīn
clothing	silk scarf	neck scarf	das Halstuch		платок	el pañuelo		o lenço de seda	le foulard	la sciarpa di seta	丝巾	絹のスカーフ	وشاح حرير	sījīn
clothing	dress		das Kleid		платье	el vestido		o vestido	la robe	il vestito	裙子	ドレス	فستان	qúnzi
clothing	jacket		die Jacke		куртка	la chamarra	la chaqueta	a jaqueta	la veste	la giacca	夹克衫	ジャケット	معطف	jiákè shān
clothing	coat		der Mantel		пальто	el abrigo		o casaco	le manteau	il cappotto	外套	コー​​ト	معطف	wàitào
clothing	suit		der Anzug		костюм	el traje		o terno	le costume	la tuta	套装	スーツ	بدلة	tàozhuāng
clothing	tuxedo		der Smoking		смокинг	el esmoquin		o smoking	le smoking	lo smoking	男士无尾礼服	タキシード	ملابس السهرة للرجال	nánshì wú wěi lǐfú
clothing	vest	waistcoat	die Weste		жилет	el chaleco		o colete	le gilet	il gilet	背心，汗衫	ベスト	سترة	bèixīn, hànshān
clothing	sportswear		der Sportanzug		спортивный костюм	los pants	la ropa deportiva	a roupa esportiva	le survêtement	l'abbigliamento sportivo	运动装，休闲服	スポーツウェア	ملابس رياضية	yùndòng zhuāng, xiūxián fú
clothing	tie		die Krawatte		галстук	la corbata		a gravata	la cravate	la cravatta	领带	タイ	ربطة عنق , كرافتة	lǐngdài
clothing	bow tie		die Schleife		галстук-бабочка	la corbata de moño	el corbatín	a gravata-borboleta	le nœud papillon	la cravatta a farfalla	领结	ちょうネクタイ	ربطة فراشة	lǐngjié
clothing	blouse		die Bluse		блуза	la blusa		a blusa	la blouse	la camicetta	女装衬衫	ブラウス	بلوزة	nǚzhuāng chènshān
clothing	shirt		das Hemd		рубашка	la camisa		a camisa	la chemise	la camicia	衬衫	シャツ	قميص	chènshān
clothing	t-shirt		das T-Shirt		футболка	la playera	la camiseta	a camiseta	le T-shirt	la maglietta  maniche corte	T恤衫	Tシャツ	تى شيرت	T xùshān
clothing	sweater	jumper	der Pullover		свитер	el suéter		o suéter	le sweat	il maglione	毛衣	セーター	سترة	máoyī
clothing	bra		der BH		лифчик	el brasier	el sostén	o sutiã	le soutien-gorge	il reggiseno	文胸	ブラジャー	حمالة صدر	wénxiōng
clothing	panties	knickers	das Höschen	Hösli, Slip	женские трусы	las pantaletas	las bragas	a calcinha	la culotte	le mutandine	女士短裤	パンティー	سراويل	nǚshì duǎnkù
clothing	underwear		die Unterhose		трусы	el calzón	los calzoncillos	a roupa íntima	le caleçon	l'abbigliamento intimo	内衣物	下着	ثياب داخلية	nèiyī wù
clothing	swimming trunks		die Badehose	Badhose	плавки	el traje de baño	el bañador	o short de banho	le slip de bain	il costume da bagno	泳裤	海パン	سروال سباحة	yǒng kù
clothing	swimsuit	swimming costume, bikini	der Badeanzug	Badkleid	купальник	el bikini	el traje de baño	a roupa de banho	le maillot de bain	il bikini	女式游泳衣	水着	ملابس السباحة	nǚshì yóuyǒng yī
